transaction_id;Date;product_sku;Produit_Désignation;Quantité;Prix de Vente;Ventes;store_id;Fournisseur;Catégorie
31058;08/08/2025 01:13;10160-2466;Raisins Secs Blancs Dénia 250g;3;36,95 DH;110,85 DH;SM-267;Révey;Épices
31059;17/05/2025 06:51;10160-796;Cheveux d'Ange Dari 500g;12;10,95 DH;131,40 DH;SM-139;Dari;Épices
31060;21/02/2025 02:49;10160-2103;Nouilles Légumes Noody 70g.;14;2,95 DH;41,30 DH;SM-238;Dari;Épices
31061;24/01/2025 06:46;10160-2813;Soupe Déshydratée Harira Marocaine Idéal 135g.;15;12,90 DH;193,50 DH;SM-046;Ideal;Épices
31062;31/05/2025 11:57;10160-1597;Infusion Thé Vert Citron Matcha Yogi Tea 17 sachets;3;49,95 DH;149,85 DH;SM-286;Al Itkane;Épices
31063;29/12/2025 16:44;10160-140;Pâte à Tartiner Bio Noisette Choco Nocciolata 250g;19;59,90 DH;1138,10 DH;SM-021;Sultan;Épices
31064;25/11/2025 03:43;10160-2426;Préparation pour Pancakes  2x175g;9;25,50 DH;229,50 DH;SM-228;Révey;Épices
31065;31/05/2025 10:42;10160-3006;Thon à l'Huile Végétale Tam 3x80g;7;27,95 DH;195,65 DH;SM-009;Tam;Épices
31066;16/12/2025 06:29;10160-621;Café en Capsules Expresso Brazil N8  10 unités;2;32,50 DH;65,00 DH;SM-045;Top Chef;Épices
31067;08/10/2025 13:57;10160-2574;Sauce à la Truffe Blanche Jimmy Tartufi 130g;18;77,95 DH;1403,10 DH;SM-083;Knorr;Épices
31068;14/07/2025 07:23;10160-2048;Moutarde Pikarome 72cl.;17;20,95 DH;356,15 DH;SM-226;VCR SODALMU;Épices
31069;28/01/2025 01:51;10160-2431;Pruneaux Oncle Sam 900g.;4;117,95 DH;471,80 DH;SM-138;Oncle Sam;Épices
31070;06/07/2025 08:13;10160-1559;Hummus Tahina à l'Ail Chtaura 380g.;7;19,95 DH;139,65 DH;SM-128;Al Itkane;Épices
31071;12/09/2025 18:35;10160-1912;Mélange Épice Poisson GAYA 220g.;1;31,95 DH;31,95 DH;SM-026;Gaya;Épices
31072;29/08/2025 06:35;10160-2336;Petits Pois Fins Mido 200g;13;28,75 DH;373,75 DH;SM-286;Doha Conserveries;Épices
31073;02/10/2025 15:45;10160-961;Confiture Fruits des Bois Amanhecer 355g;16;24,95 DH;399,20 DH;SM-032;Amanhecer;Épices
31074;26/07/2025 04:49;10160-554;Bouillon bœuf Idéal 1 unité;11;2,00 DH;22,00 DH;SM-292;Ideal;Épices
31075;04/08/2025 08:57;10160-2271;Pâtes Roues Demi-Complètes Bio Priméal 500g.;5;33,00 DH;165,00 DH;SM-118;Doha Conserveries;Épices
31076;05/01/2025 04:52;10160-404;Ciboulette Bio Harmony 10g.;2;22,70 DH;45,40 DH;SM-141;Sultan;Épices
31077;19/05/2025 22:03;10160-2366;Pois Cassés An-Naim 1kg.;3;31,50 DH;94,50 DH;SM-080;Gaya;Épices
31078;25/05/2025 05:21;10160-215;Sauce Soja Recette Chinoise  12,5cl;13;14,95 DH;194,35 DH;SM-028;Doha Conserveries;Épices
31079;08/12/2025 18:31;10160-2195;Pâte à tartiner Duo Kaonuts  Classic 400g;6;38,20 DH;229,20 DH;SM-065;Samar;Épices
31080;03/11/2025 15:11;10160-518;Beurre de Cacahuètes Mississippi Belle 510g;19;70,95 DH;1348,05 DH;SM-063;Sultan;Épices
31081;12/03/2025 23:51;10160-131;Dattes Tadmamet Standard 1kg.;12;31,90 DH;382,80 DH;SM-103;Alsa;Épices
31082;22/09/2025 12:06;10160-1746;Linguine Reggia 500g;12;18,20 DH;218,40 DH;SM-072;Amgalita;Épices
31083;22/01/2025 07:06;10160-2391;Poivre Noir Entier 100g;2;14,90 DH;29,80 DH;SM-195;Germa;Épices
31084;13/09/2025 04:26;10160-863;Concentré de Tomate Five Star 210g.;11;13,35 DH;146,85 DH;SM-005;Star;Épices
31085;19/12/2025 07:15;10160-340;Galettes Tortillas de Blé  8 feuilles 320g;8;25,95 DH;207,60 DH;SM-008;Doha Conserveries;Épices
31086;05/08/2025 12:34;10160-3000;Thé Vert Parfumé Ambar Fluo Sultan 150g;5;16,95 DH;84,75 DH;SM-279;Sultan;Épices
31087;10/05/2025 09:03;10160-1725;Levure Chimique Super Crème Idéal 5 unités.;13;5,95 DH;77,35 DH;SM-163;Ideal;Épices
31088;01/12/2025 23:36;10160-2394;Poivre Noir Moulu An-Naim 250g;19;44,95 DH;854,05 DH;SM-287;Germa;Épices
31089;28/09/2025 21:47;10160-2317;Pépites Sucre Chocolat Chocolat Blanc Macao 250 g;14;18,95 DH;265,30 DH;SM-083;Macao;Épices
31090;03/05/2025 22:17;10160-302;Huile de Noisette  Sélection 25cl;10;86,95 DH;869,50 DH;SM-254;Doha Conserveries;Épices
31091;28/04/2025 22:23;10160-440;Vinaigre Balsamique 6%  Bio 50cl;12;47,85 DH;574,20 DH;SM-034;Doha Conserveries;Épices
31092;30/03/2025 03:53;10160-937;Confiture de Fruits de Bois Bonne Maman 370g;14;60,40 DH;845,60 DH;SM-207;Macao;Épices
31093;01/01/2025 00:57;10160-1450;Gnocchi N39 Granoro 500g;11;25,95 DH;285,45 DH;SM-229;Aicha;Épices
31094;26/03/2025 03:29;10160-1266;Épice Chawarma Poulet Gaya 100g.;15;23,95 DH;359,25 DH;SM-188;Gaya;Épices
31095;16/05/2025 18:51;10160-3043;Thym Entier 250g;10;25,73 DH;257,30 DH;SM-231;Révey;Épices
31096;11/06/2025 13:17;10160-1660;Ketchup Souple  560g;20;27,65 DH;553,00 DH;SM-159;VCR SODALMU;Épices
31097;08/07/2025 18:31;10160-2254;Pâtes Macaroni Bio Arrighi 500g.;15;40,50 DH;607,50 DH;SM-002;Doha Conserveries;Épices
31098;02/10/2025 16:57;10160-1993;Miel Pur Nature Ruche D'Or 250g.;19;42,35 DH;804,65 DH;SM-254;Samar;Épices
31099;05/01/2025 20:32;10160-1378;Filets de Maquereaux à la Sauce Tomate Delfy 125g;18;9,30 DH;167,40 DH;SM-273;Doha Conserveries;Épices
31100;15/05/2025 14:23;10160-2089;Nouilles Crevettes Noody 70g.;15;3,30 DH;49,50 DH;SM-086;Carrion;Épices
31101;21/12/2025 06:29;10160-249;Assaisonnement Poulet aux Épices Goût Grillade 32g;4;11,80 DH;47,20 DH;SM-087;Sultan;Épices
31102;26/12/2025 08:49;10160-2197;Pâte à Tartiner Duo Sergio 700g.;5;28,95 DH;144,75 DH;SM-190;Dari;Épices
31103;16/08/2025 13:28;10160-1;Assaisonnement pour Cuisine Indienne Ducros 50g;8;20,65 DH;165,20 DH;SM-150;Ducros;Épices
31104;27/06/2025 18:47;10160-425;Cannelle Moulu 100g;16;7,99 DH;127,84 DH;SM-178;Sultan;Épices
31105;13/09/2025 00:27;10160-1850;Marmelade d'Oranges Coupée Fines Stute 430g;15;65,95 DH;989,25 DH;SM-229;Bimbo;Épices
31106;15/03/2025 06:50;10160-234;Épice Ras El Hanout Gaya 100g.;17;18,95 DH;322,15 DH;SM-300;Gaya;Épices
31107;20/04/2025 02:04;10160-1996;Miel Tartimiel 250g;5;76,95 DH;384,75 DH;SM-227;Samar;Épices
31108;08/07/2025 06:43;10160-654;Café en Dosettes Corsé  36 unités;16;71,95 DH;1151,20 DH;SM-125;VCR SODALMU;Épices
31109;31/10/2025 19:25;10160-1042;Conserve de Thon à l'Huile Végétale Joly 85g;13;11,75 DH;152,75 DH;SM-248;Doha Conserveries;Épices
31110;14/06/2025 15:55;10160-658;Café en Dosettes Espresso Divino  16 unités;20;75,95 DH;1519,00 DH;SM-104;VCR SODALMU;Épices
31111;18/03/2025 00:56;10160-286;Sauce Pesto à la Calabrese Barilla 190g;12;38,95 DH;467,40 DH;SM-113;Barilla;Épices
31112;22/09/2025 23:07;10160-666;Café en Grains 100% Arabica Ethiopia  Sensation 1kg;5;239,95 DH;1199,75 DH;SM-231;VCR SODALMU;Épices
31113;07/11/2025 08:35;10160-1110;Cornichons En Tranches Aigres-Doux  Classic 180g;15;41,25 DH;618,75 DH;SM-107;VCR SODALMU;Épices
31114;20/07/2025 06:10;10160-1594;Infusion Réglisse Yogi Tea 17 sachets;16;49,95 DH;799,20 DH;SM-091;Al Itkane;Épices
31115;12/07/2025 22:33;10160-2128;Origan Séché Gaya 50g;4;10,95 DH;43,80 DH;SM-200;Gaya;Épices
31116;25/02/2025 00:49;10160-142;Pâte à Tartiner Choco Noir Noisette Bio Nocciolata 250g;7;59,90 DH;419,30 DH;SM-064;Sultan;Épices
31117;08/07/2025 08:13;10160-1010;Conserve de Flageolets Extra-Fins  420g;16;31,50 DH;504,00 DH;SM-294;VCR SODALMU;Épices
31118;23/05/2025 05:04;10160-2924;Thé Noir Earl Grey en Sachets Lipton 25 unités;4;29,00 DH;116,00 DH;SM-065;Lipton;Épices
31119;03/12/2025 05:11;10160-1516;Huile d'Argan Alimentaire Zaman d'Or 250ml.;20;265,95 DH;5319,00 DH;SM-260;VCR SODALMU;Épices
31120;15/12/2025 17:52;10160-178;Pâte Curry Jaune Exotic Food 200g.;1;44,95 DH;44,95 DH;SM-284;Sultan;Épices
31121;08/10/2025 08:51;10160-927;Confiture de Fraise Temporada Hero 350g;10;32,95 DH;329,50 DH;SM-069;Macao;Épices
31122;25/05/2025 22:14;10160-1125;Couscous Complet Kayna 1kg.;7;20,95 DH;146,65 DH;SM-222;Kayna;Épices
31123;28/11/2025 23:27;10160-2709;Sauce Soja Légère Vegan Sans Gluten Yuen Chun 210ml;5;47,90 DH;239,50 DH;SM-091;Moony;Épices
31124;27/01/2025 02:59;10160-851;Compote Pommes Châtaigne  Classic 4x100g;6;33,25 DH;199,50 DH;SM-239;VCR SODALMU;Épices
31125;11/04/2025 01:06;10160-1326;Farine Finot Nor Dar 3kg.;8;33,75 DH;270,00 DH;SM-270;Nor Dar;Épices
31126;02/06/2025 19:47;10160-1348;Farine Pâtissière Fleur de Blé Tendre Amgalita 1kg.;5;6,95 DH;34,75 DH;SM-273;Amgalita;Épices
31127;31/01/2025 08:52;10160-690;Café Moulu  Classic 250g;20;53,50 DH;1070,00 DH;SM-009;VCR SODALMU;Épices
31128;01/06/2025 15:57;10160-425;Cannelle Moulu 100g;8;7,99 DH;63,92 DH;SM-060;Sultan;Épices
31129;17/01/2025 10:54;10160-2912;Thé Aromatisé en Sachets Pêche Twinings 25 sachets.;18;51,50 DH;927,00 DH;SM-075;Révey;Épices
31130;07/02/2025 02:45;10160-2697;Sauce Salade Yaourt Kühne 250ml;13;39,90 DH;518,70 DH;SM-039;Moony;Épices
31131;26/06/2025 10:48;10160-595;Café Capsules Expresso Corsé  Selection 20 unités;4;52,70 DH;210,80 DH;SM-005;Top Chef;Épices
31132;27/06/2025 22:42;10160-2582;Sauce Andalouse Star 305ml;1;23,95 DH;23,95 DH;SM-142;Star;Épices
31133;04/09/2025 03:57;10160-704;Café Moulu Force Gaouar 180g.;4;35,95 DH;143,80 DH;SM-279;Macao;Épices
31134;18/09/2025 05:52;10160-1557;Huile Olive Extra Vierge Volubilia 50cl.;4;123,70 DH;494,80 DH;SM-050;Al Itkane;Épices
31135;02/10/2025 06:49;10160-923;Confiture de Fraise Light Aicha 37cl;8;32,50 DH;260,00 DH;SM-298;Aicha;Épices
31136;01/11/2025 21:51;10160-1124;Couscous Complet de Blé Dur Zaman d'Or 1kg.;6;40,80 DH;244,80 DH;SM-092;VCR SODALMU;Épices
31137;01/10/2025 21:51;10160-1605;Infusions Camomille Carmencita 10 unités;11;13,50 DH;148,50 DH;SM-123;Al Itkane;Épices
31138;10/01/2025 21:12;10160-89;Conserve de Maïs Doux en Grains Larroche 300g;19;19,25 DH;365,75 DH;SM-038;Sultan;Épices
31139;31/07/2025 06:02;10160-256;Confiture de Fruits Rouges Bonne Maman 370g.;8;54,95 DH;439,60 DH;SM-078;Sultan;Épices
31140;03/07/2025 01:13;10160-2358;Pistoles de Chocolat Noir Inaya 65% Cacao Barry 1 Kg;8;284,50 DH;2276,00 DH;SM-228;Gaya;Épices
31141;27/02/2025 10:53;10160-1475;Grains de Sésame Oncle Sam 250g.;13;18,70 DH;243,10 DH;SM-282;Oncle Sam;Épices
31142;11/03/2025 01:25;10160-931;Confiture de Framboise au Sucre de Canne  Bio 360g;6;45,95 DH;275,70 DH;SM-174;VCR SODALMU;Épices
31143;17/09/2025 00:12;10160-1537;Huile d’Olive Extra Vierge Capricho Andaluz 1 Litre;6;109,90 DH;659,40 DH;SM-069;Al Itkane;Épices
31144;27/07/2025 11:55;10160-1276;Érythritol Bio Naturgreen 500g.;13;181,50 DH;2359,50 DH;SM-164;Aicha;Épices
31145;24/03/2025 14:19;10160-2640;Sauce Hoi Sin Chain Kwo 250g.;3;42,30 DH;126,90 DH;SM-071;Knorr;Épices
31146;08/09/2025 01:36;10160-3032;Thon Huile Olive TAM 160g;6;28,95 DH;173,70 DH;SM-257;Tam;Épices
31147;22/01/2025 15:30;10160-949;Confiture de Pêches Hero 350g;19;32,95 DH;626,05 DH;SM-263;Dalia;Épices
31148;25/07/2025 08:29;10160-3142;Vermicelle de Riz Khayrat 460g;4;25,50 DH;102,00 DH;SM-295;Révey;Épices
31149;03/03/2025 08:29;10160-3130;Vermicelle de Chine Longkow 100g.;5;8,60 DH;43,00 DH;SM-193;Révey;Épices
31150;19/04/2025 11:11;10160-2257;Pâtes Mini Farfalles Kenz 500g.;14;17,95 DH;251,30 DH;SM-230;Kenz;Épices
31151;06/03/2025 22:25;10160-577;Boulgour Tipiak 500g;11;51,50 DH;566,50 DH;SM-132;Sultan;Épices
31152;30/10/2025 19:40;10160-2473;Raisins Secs Oncle Sam 250g;7;27,50 DH;192,50 DH;SM-158;Oncle Sam;Épices
31153;21/04/2025 00:55;10160-1681;Lait de Coco Sensation  250ml.;5;30,40 DH;152,00 DH;SM-179;Sultan;Épices
31154;23/07/2025 00:48;10160-2610;Sauce Black Garlic Kuhne 235ml.;10;48,35 DH;483,50 DH;SM-259;Knorr;Épices
31155;11/09/2025 19:10;10160-2652;Sauce Nuoc-Mam Recette Vietnamienne  125ml;13;22,95 DH;298,35 DH;SM-156;Mario;Épices
31156;12/07/2025 08:43;10160-1715;Lentilles Oncle Sam 1kg.;5;27,95 DH;139,75 DH;SM-164;Oncle Sam;Épices
31157;03/12/2025 01:15;10160-154;Sucre Light Roux à l'Extrait de Stevia Sucre Light 316g;2;23,50 DH;47,00 DH;SM-203;Sultan;Épices
31158;04/02/2025 19:22;10160-704;Café Moulu Force Gaouar 180g.;9;35,95 DH;323,55 DH;SM-018;Macao;Épices
31159;13/06/2025 13:12;10160-2051;Moutarde Souple Pikarome 440ml.;5;25,60 DH;128,00 DH;SM-187;VCR SODALMU;Épices
31160;26/07/2025 20:32;10160-948;Confiture de Pêches Diet Hero 280g;13;26,50 DH;344,50 DH;SM-183;Dalia;Épices
31161;17/08/2025 04:26;10160-310;Pâtes Penne sans Gluten  500g;1;61,75 DH;61,75 DH;SM-031;Doha Conserveries;Épices
31162;30/10/2025 03:58;10160-79;Thon Entier à la Sauce Tomate Delfy 125g;20;14,90 DH;298,00 DH;SM-279;Doha Conserveries;Épices
31163;19/10/2025 22:12;10160-2859;Spécialité de Miel Citron Foody 350 g;8;51,95 DH;415,60 DH;SM-278;Macao;Épices
31164;02/08/2025 01:56;10160-1585;Infusion Femme Yogi Tea 34g.;7;49,95 DH;349,65 DH;SM-256;Al Itkane;Épices
31165;24/11/2025 22:37;10160-2031;Moutarde Basilic  200g.;20;28,70 DH;574,00 DH;SM-049;Samar;Épices
31166;21/06/2025 06:54;10160-396;Lot Ketchup Top Chef 440ml + 240ml Gratuit;14;12,50 DH;175,00 DH;SM-149;Top Chef;Épices
31167;04/12/2025 22:11;10160-2754;Sauce Tomate Solis 350g;6;12,20 DH;73,20 DH;SM-187;Olla;Épices
31168;01/10/2025 01:29;10160-2432;Pruneaux Secs Oncle Sam 250g;6;36,50 DH;219,00 DH;SM-145;Oncle Sam;Épices
31169;05/01/2025 19:01;10160-2392;Poivre Noir Entier En Sachet An-Naim 100g;1;22,35 DH;22,35 DH;SM-212;Germa;Épices
31170;08/01/2025 18:15;10160-56;Épices Guacamole Verre Carmencita 61g;15;25,90 DH;388,50 DH;SM-031;Sultan;Épices
31171;18/11/2025 09:32;10160-2322;Perles Dorées en Sucre La Pateliere 70g.;7;50,95 DH;356,65 DH;SM-209;Doha Conserveries;Épices
31172;18/12/2025 15:20;10160-1308;Farine de Blé Tendre Kraft Moony 5kg.;5;31,95 DH;159,75 DH;SM-197;Moony;Épices
31173;06/08/2025 00:51;10160-2442;Purée de Pommes de Terre Idéal 118g;7;15,20 DH;106,40 DH;SM-074;Ideal;Épices
31174;10/07/2025 05:12;10160-2360;Plantes Séchées Verveine Ghzaoua 40g;1;13,35 DH;13,35 DH;SM-205;Gaya;Épices
31175;30/04/2025 02:04;10160-190;Bouillon de Bœuf Idéal 8 unités;1;6,95 DH;6,95 DH;SM-001;Ideal;Épices
31176;13/11/2025 16:37;10160-2974;Thé Vert en Grains Dahbiya Caravane 125g;13;7,95 DH;103,35 DH;SM-098;Révey;Épices
31177;04/12/2025 08:05;10160-1204;Curry Harmony 35g.;20;13,95 DH;279,00 DH;SM-182;Aicha;Épices
31178;15/11/2025 18:57;10160-1564;Infusion Bio Draineur Saveur Fraise Bio Jardin Bio 30g.;9;50,00 DH;450,00 DH;SM-160;Al Itkane;Épices
31179;01/05/2025 02:36;10160-2318;Pépites Sucre Chocolaté Chocolat Noir Macao 1kg;2;60,95 DH;121,90 DH;SM-159;Macao;Épices
31180;31/10/2025 14:02;10160-2860;Spécialité De Miel Fraise Foody 350G;5;60,95 DH;304,75 DH;SM-097;Macao;Épices
31181;22/05/2025 09:41;10160-2772;Sel Himalaya Sel de Beros 250g.;8;41,50 DH;332,00 DH;SM-110;Pescada;Épices
31182;05/05/2025 07:46;10160-1780;Lot de 3 boîte de Maïs Mido 140g + 1 Gratuite;6;35,90 DH;215,40 DH;SM-296;Amgalita;Épices
31183;26/09/2025 02:36;10160-253;Confiture d'Abricot Bonne Maman 370g;8;52,50 DH;420,00 DH;SM-045;Sultan;Épices
31184;01/01/2025 01:49;10160-1871;Mayonnaise Light Amanhecer 470G;7;25,75 DH;180,25 DH;SM-126;Amanhecer;Épices
31185;04/03/2025 16:55;10160-36;Sucre Granulé Sukari 2kg;2;16,40 DH;32,80 DH;SM-229;Cosumar;Épices
31186;21/02/2025 11:39;10160-431;Vermicelle de Riz Diva 460g;20;34,25 DH;685,00 DH;SM-096;Sultan;Épices
31187;11/07/2025 16:17;10160-2813;Soupe Déshydratée Harira Marocaine Idéal 135g.;14;12,90 DH;180,60 DH;SM-076;Ideal;Épices
31188;18/07/2025 11:02;10160-215;Sauce Soja Recette Chinoise  12,5cl;17;14,95 DH;254,15 DH;SM-189;Doha Conserveries;Épices
31189;04/12/2025 07:18;10160-283;Moutarde de Dijon Star 450g.;13;25,25 DH;328,25 DH;SM-285;Star;Épices
31190;23/07/2025 14:07;10160-416;Harissa Star 320g;4;14,95 DH;59,80 DH;SM-205;Star;Épices
31191;08/06/2025 14:58;10160-1927;Miel d'Eucalyptus Dar El Aassal 250g.;16;31,70 DH;507,20 DH;SM-113;Dar El Aassal;Épices
31192;26/04/2025 10:34;10160-2329;Petits Oignons Marinés Kuhne 170g;1;27,50 DH;27,50 DH;SM-204;Doha Conserveries;Épices
