transaction_id;Date;product_sku;Produit_Désignation;Quantité;Prix de Vente;Ventes;store_id;Fournisseur;Catégorie
921144;28/04/2025 22:34;10110-368;L'Imagerie de La Lecture - Niveau 1;175;45,00 DH;7875,00 DH;SM-229;Bic;Loisirs
921145;23/11/2025 08:55;10110-209;Colle Universelle Liquide Tube Double-Embout 30ml;16;4,90 DH;78,40 DH;SM-139;Uhu;Loisirs
921146;14/07/2025 03:01;10110-452;Pâte à Modeler Autodurcissante Jovi blanche 250g;44;10,90 DH;479,60 DH;SM-037;Deli Group;Loisirs
921147;23/06/2025 21:25;10110-573;Set Seau Chateau 15x15x12cmm avec Accessoires 4 pièces;27;31,90 DH;861,30 DH;SM-047;Deli Group;Loisirs
921148;26/01/2025 02:05;10110-395;Malette Modelage Transparente Jovi;151;149,90 DH;22634,90 DH;SM-196;Bic;Loisirs
921149;06/06/2025 04:30;10110-516;Puzzle la Petite Siréne Puzzle Double Face Super Maxi 108 Pièces;94;99,90 DH;9390,60 DH;SM-179;Deli Group;Loisirs
921150;05/12/2025 03:57;10110-323;Jeu 11 en 1 Bois Zoko-Jogos;24;229,90 DH;5517,60 DH;SM-162;Uhu;Loisirs
921151;23/11/2025 07:45;10110-328;Jeu d'Échecs Papier Zoko-Jogos 17x5 cm;127;89,90 DH;11417,30 DH;SM-155;Uhu;Loisirs
921152;19/06/2025 09:15;10110-242;Crayons de Couleur Effaçables Evolution Illusion BIC 12 unités;144;25,90 DH;3729,60 DH;SM-245;Bic;Loisirs
921153;11/11/2025 07:28;10110-475;"Pochette à dessins - A4 ""C"" à grain Canson 12 Feuilles blanches 180g";61;46,90 DH;2860,90 DH;SM-233;Deli Group;Loisirs
921154;24/02/2025 22:28;10110-292;Flexible Poupées Frozen Reine de Neige;16;59,90 DH;958,40 DH;SM-080;Uhu;Loisirs
921155;24/12/2025 10:39;10110-682;Voiture Miniature 1/64 Speed Track;157;29,00 DH;4553,00 DH;SM-208;Deli Group;Loisirs
921156;15/04/2025 07:46;10110-194;Colle Stick BIC 21g 2 unités;144;27,90 DH;4017,60 DH;SM-044;Bic;Loisirs
921157;17/06/2025 18:09;10110-335;Jeu de Dominos Urea 25./-2 Zoko-Jogos;67;119,90 DH;8033,30 DH;SM-075;Bic;Loisirs
921158;02/10/2025 12:03;10110-138;Cahier Séyès Noir 24x32cm 96 pages;190;7,90 DH;1501,00 DH;SM-114;Mister Fournitures;Loisirs
921159;09/08/2025 09:54;10110-323;Jeu 11 en 1 Bois Zoko-Jogos;82;229,90 DH;18851,80 DH;SM-289;Uhu;Loisirs
921160;28/02/2025 00:24;10110-131;Cahier Piqué Scolaire 192 pages Seyès 21x29.7cm Ancor 90g;78;39,00 DH;3042,00 DH;SM-234;Maped;Loisirs
921161;02/07/2025 22:32;10110-463;Peluche Assortie 903/3537;63;239,90 DH;15113,70 DH;SM-239;Deli Group;Loisirs
921162;10/11/2025 09:27;10110-519;Puzzles Polaire Zoko-Puzzles 26x26 cm 230 pièces;49;119,90 DH;5875,10 DH;SM-014;Deli Group;Loisirs
921163;26/04/2025 02:09;10110-31;Équerre en plastique 60º 21cm;189;6,90 DH;1304,10 DH;SM-196;Maped;Loisirs
921164;11/06/2025 06:24;10110-495;Poupée Poupon Docteur Aimantine;128;449,90 DH;57587,20 DH;SM-066;Deli Group;Loisirs
921165;14/01/2025 00:49;10110-358;Jouet Camion Friction la marque;19;109,00 DH;2071,00 DH;SM-305;Bic;Loisirs
921166;15/11/2025 13:38;10110-521;Pyramide 12x12x8,5cm.;17;115,00 DH;1955,00 DH;SM-120;Deli Group;Loisirs
921167;22/06/2025 23:52;10110-50;Cahier à Spirale A4 Couverture Rigide Lignée 150 feuilles 60g;198;43,90 DH;8692,20 DH;SM-289;Maped;Loisirs
921168;27/12/2025 12:14;10110-238;Crayons de Coloriage Evolution BIC 12 unités;117;25,90 DH;3030,30 DH;SM-141;Bic;Loisirs
921169;01/06/2025 12:47;10110-667;Trousse cubique avec zip 22x7x6 cm (plusieurs coloris disponibles);47;30,00 DH;1410,00 DH;SM-148;Deli Group;Loisirs
921170;07/05/2025 21:24;10110-661;Tour Spirale à Billes Quercetti 10 pièces.;151;99,90 DH;15084,90 DH;SM-027;Deli Group;Loisirs
921171;13/08/2025 01:18;10110-441;Pack Flèchettes en Mousse X-Shot 36 unités;87;29,90 DH;2601,30 DH;SM-275;Deli Group;Loisirs
921172;06/06/2025 17:39;10110-633;Surligneur Boss original Stabilo 4 unités;63;66,00 DH;4158,00 DH;SM-203;Deli Group;Loisirs
921173;20/01/2025 22:50;10110-119;Cahier Agrafé Grands Carreaux Oxford 24x32cm 48 pages;156;39,90 DH;6224,40 DH;SM-090;Maped;Loisirs
921174;29/12/2025 23:21;10110-520;Puzzlz à Double Face Super Maxi 35 pièces;142;99,90 DH;14185,80 DH;SM-172;Deli Group;Loisirs
921175;05/12/2025 09:51;10110-407;Mini Pocket Mouse Blister BIC 2 pièces + 1 Gratuit;132;39,90 DH;5266,80 DH;SM-275;Bic;Loisirs
921176;03/10/2025 08:16;10110-553;Sac à goûter avec 6 motifs tissu satiné 20x26x16cm (couleur aléatoire).;55;99,00 DH;5445,00 DH;SM-023;Deli Group;Loisirs
921177;11/07/2025 07:01;10110-363;Jouet Mon Grand Poupon 56 cm;27;119,90 DH;3237,30 DH;SM-065;Bic;Loisirs
921178;13/04/2025 16:48;10110-353;Jeu Tableau de Dessin Musical Magnétique.;89;169,90 DH;15121,10 DH;SM-286;Bic;Loisirs
921179;20/04/2025 19:17;10110-34;Compas Plastique Maped Mine Kid'Z;108;10,90 DH;1177,20 DH;SM-092;Maped;Loisirs
921180;15/08/2025 07:29;10110-269;Enveloppe en Silicone C5 Lithographiée 162x229 mm 25 unités;37;25,90 DH;958,30 DH;SM-065;Uhu;Loisirs
921181;20/03/2025 08:17;10110-659;Tapis Piste Voiture Polyst Zoko 148x78 cm;113;139,90 DH;15808,70 DH;SM-040;Deli Group;Loisirs
921182;08/11/2025 08:34;10110-104;Bloc Cube en Couleur Sicopa;18;30,90 DH;556,20 DH;SM-239;Maped;Loisirs
921183;08/09/2025 23:13;10110-252;Crayons Plastidecor BIC 12 unités;155;22,90 DH;3549,50 DH;SM-289;Bic;Loisirs
921184;22/02/2025 03:10;10110-351;Jeu SOS Médecin Zoko-Jogos 25x18 cm;119;179,90 DH;21408,10 DH;SM-209;Bic;Loisirs
921185;03/05/2025 17:25;10110-299;Gomme Faber Castell 7085-20 3 unités;106;11,90 DH;1261,40 DH;SM-088;Uhu;Loisirs
921186;27/01/2025 19:55;10110-36;Compas Plastique Kid'z Avec Crayon Maped;75;10,90 DH;817,50 DH;SM-025;Maped;Loisirs
921187;31/05/2025 04:51;10110-185;Colle liquide Deli 50ml;54;9,90 DH;534,60 DH;SM-270;Uhu;Loisirs
921188;28/03/2025 01:59;10110-428;Organisateur de bureau en or rose;155;69,90 DH;10834,50 DH;SM-033;Deli Group;Loisirs
921189;23/09/2025 04:09;10110-414;Mon Grand Cahier des Syllabes Tome 1  5/6 ans;151;15,00 DH;2265,00 DH;SM-196;Deli Group;Loisirs
921190;22/03/2025 20:48;10110-490;Poupée Bébé de Mariée en Boîte;164;85,00 DH;13940,00 DH;SM-194;Deli Group;Loisirs
921191;25/10/2025 00:22;10110-144;Calculatrice Casio SC FX-991ES Plus;199;328,90 DH;65451,10 DH;SM-038;Maped;Loisirs
921192;17/03/2025 01:44;10110-579;Stick Magique Bleu UHU 8,2g;20;7,90 DH;158,00 DH;SM-189;Uhu;Loisirs
921193;14/11/2025 15:11;10110-344;Jeu Hochet pour Bébé Forme Diverse Clip Strip;175;25,00 DH;4375,00 DH;SM-298;Bic;Loisirs
921194;22/07/2025 04:06;10110-544;Sac à dos 18'' pour Garçons avec dos renforcé 3 poches 40x28x12cm (6 motifs disponibles);116;355,00 DH;41180,00 DH;SM-170;Deli Group;Loisirs
921195;26/06/2025 09:20;10110-210;Colle Universelle Note 35ml;51;16,90 DH;861,90 DH;SM-290;Uhu;Loisirs
921196;16/07/2025 10:48;10110-406;Mini Gommes 3 unités;137;8,00 DH;1096,00 DH;SM-093;Mister Fournitures;Loisirs
921197;30/07/2025 21:23;10110-204;Colle Tube UHU Epoxy Ultra Strong;34;36,90 DH;1254,60 DH;SM-254;Uhu;Loisirs
921198;21/09/2025 05:45;10110-465;Peluche Ours Max and Sax 35cm.;182;229,90 DH;41841,80 DH;SM-268;Mister Fournitures;Loisirs
921199;05/09/2025 22:24;10110-79;Sac à Dos Bordeaux Aqua Di Polo 35x40cm;161;199,90 DH;32183,90 DH;SM-205;Maped;Loisirs
921200;07/02/2025 00:00;10110-336;Jeu de Fille : Poupée;187;135,00 DH;25245,00 DH;SM-160;Bic;Loisirs
921201;28/12/2025 06:01;10110-95;Barbie Cupcake Chef Doll;73;215,90 DH;15760,70 DH;SM-142;Maped;Loisirs
921202;17/03/2025 00:11;10110-103;Bloc Cube Blanc Sicopa;39;28,90 DH;1127,10 DH;SM-287;Maped;Loisirs
921203;17/11/2025 09:40;10110-213;Compas Study Bague Maped;164;16,90 DH;2771,60 DH;SM-041;Maped;Loisirs
921204;19/08/2025 16:15;10110-635;Surligneur Coloris Assortis Pastel 4 unités;177;11,90 DH;2106,30 DH;SM-226;Mister Fournitures;Loisirs
921205;15/09/2025 11:07;10110-631;Stylos fluorescents Maped 5 pièces;73;33,90 DH;2474,70 DH;SM-039;Maped;Loisirs
921206;19/12/2025 09:00;10110-534;Registre 2 Mains de 192 pages;136;35,00 DH;4760,00 DH;SM-022;Deli Group;Loisirs
921207;21/05/2025 20:01;10110-562;Set de 2 Stylos à Bille G1 Bleu 0,5 mm;199;28,90 DH;5751,10 DH;SM-285;Deli Group;Loisirs
921208;15/08/2025 13:47;10110-31;Équerre en plastique 60º 21cm;25;6,90 DH;172,50 DH;SM-112;Maped;Loisirs
921209;11/08/2025 08:04;10110-283;Feutre de Coloriage Visa XL 12 couleurs Pack Promo;91;50,90 DH;4631,90 DH;SM-085;Uhu;Loisirs
921210;13/03/2025 19:30;10110-388;Livre Engines;118;29,00 DH;3422,00 DH;SM-224;Bic;Loisirs
921211;01/06/2025 18:24;10110-6;Stylo à Bille Orange Fin Bic Couleurs Assorties Bic 4 unités;27;8,90 DH;240,30 DH;SM-215;Bic;Loisirs
921212;04/11/2025 03:05;10110-180;Coffret Salade Santé;154;149,90 DH;23084,60 DH;SM-151;Mister Fournitures;Loisirs
921213;13/05/2025 11:12;10110-639;Surligneur Jaune et Rose Frixion Light Pilot 4mm;179;27,95 DH;5003,05 DH;SM-137;Deli Group;Loisirs
921214;18/02/2025 15:10;10110-481;Post-it Express Rose;63;9,00 DH;567,00 DH;SM-236;Deli Group;Loisirs
921215;04/11/2025 08:43;10110-264;Drapeaux Adhésifs 45x12 mm 20 Feuilles 5 Couleurs;178;9,90 DH;1762,20 DH;SM-228;Uhu;Loisirs
921216;02/10/2025 12:12;10110-480;Porte-Mines 2 mm avec Mines;163;14,90 DH;2428,70 DH;SM-031;Deli Group;Loisirs
921217;25/09/2025 09:58;10110-13;Bâton de colle Magic UHU 21g;125;15,90 DH;1987,50 DH;SM-295;Uhu;Loisirs
921218;02/08/2025 03:43;10110-383;Les Animaux Marins en Arabe;151;19,00 DH;2869,00 DH;SM-050;Bic;Loisirs
921219;21/08/2025 22:09;10110-173;Chemise Élastique Néon A4;92;16,90 DH;1554,80 DH;SM-301;Maped;Loisirs
921220;13/10/2025 09:30;10110-223;Crayon de Couleur Evolution Bic 24 unités;50;54,90 DH;2745,00 DH;SM-098;Bic;Loisirs
921221;26/09/2025 03:08;10110-294;Flûte en Plastique Maped Trous Baroque;15;55,90 DH;838,50 DH;SM-079;Maped;Loisirs
921222;04/05/2025 06:43;10110-134;Cahier piqué scolaire Ancor 17x22cm 192 pages;169;21,90 DH;3701,10 DH;SM-272;Maped;Loisirs
921223;09/04/2025 06:31;10110-210;Colle Universelle Note 35ml;198;16,90 DH;3346,20 DH;SM-129;Uhu;Loisirs
921224;09/09/2025 05:51;10110-325;Jeu Chariot de Marché Ice Country;172;42,00 DH;7224,00 DH;SM-063;Uhu;Loisirs
921225;03/06/2025 19:55;10110-313;Hochet Boule Bio pour Bébé.;178;69,90 DH;12442,20 DH;SM-121;Uhu;Loisirs
921226;18/07/2025 05:25;10110-535;Registre Bleu Marine A4 5 Sujets;118;51,90 DH;6124,20 DH;SM-151;Deli Group;Loisirs
921227;08/01/2025 01:14;10110-294;Flûte en Plastique Maped Trous Baroque;68;55,90 DH;3801,20 DH;SM-078;Maped;Loisirs
921228;18/04/2025 06:27;10110-86;4 Stylos Bic Cristal Soft à Bille Noir;184;7,90 DH;1453,60 DH;SM-105;Bic;Loisirs
921229;30/12/2025 14:34;10110-118;Brouette de Plage en Plastique 38;140;52,90 DH;7406,00 DH;SM-154;Maped;Loisirs
921230;26/07/2025 12:14;10110-526;Recharge Carnet A4 Quadrillé Talia 29,7x21 cm 50 feuilles;172;47,90 DH;8238,80 DH;SM-225;Deli Group;Loisirs
921231;26/03/2025 11:18;10110-152;Car Service Center Speed​​​-Track avec 3 véhicules;168;159,90 DH;26863,20 DH;SM-108;Maped;Loisirs
921232;16/05/2025 21:48;10110-266;Ensemble de Garage Rotatif 13 pièces 53x30x27cm;37;159,90 DH;5916,30 DH;SM-256;Uhu;Loisirs
921233;26/05/2025 06:43;10110-255;Dictionnaire Bilingue Français Espagnol Edition Chaaraoui;67;25,00 DH;1675,00 DH;SM-112;Uhu;Loisirs
921234;23/09/2025 08:32;10110-554;Sac à goûter Maped - couleur rose;27;109,90 DH;2967,30 DH;SM-258;Maped;Loisirs
921235;27/01/2025 14:50;10110-459;Pâte à Modeler Séchage à l'Air sans Four Blanche 500g;195;19,90 DH;3880,50 DH;SM-029;Deli Group;Loisirs
921236;14/03/2025 00:16;10110-677;Véhicule Tapis de Jeu Voitures Speed Track;91;149,90 DH;13640,90 DH;SM-298;Deli Group;Loisirs
921237;20/01/2025 00:15;10110-18;Colle Universelle UHU Super Strong & Safe 7G;107;35,90 DH;3841,30 DH;SM-078;Uhu;Loisirs
921238;01/05/2025 01:55;10110-142;Cahier Travaux Pratiques Piqué 17x22cm 10x10mm Ancor 96 pages;105;11,90 DH;1249,50 DH;SM-219;Maped;Loisirs
921239;02/02/2025 14:58;10110-568;Set de Plage Bateau 34cm avec Accessoires 7 pièces;64;59,90 DH;3833,60 DH;SM-044;Deli Group;Loisirs
921240;07/02/2025 02:52;10110-441;Pack Flèchettes en Mousse X-Shot 36 unités;181;29,90 DH;5411,90 DH;SM-210;Deli Group;Loisirs
921241;30/09/2025 01:00;10110-496;Poupée Sarita Cheveux Roses Zoko-Sarita 29 cm;33;159,90 DH;5276,70 DH;SM-163;Deli Group;Loisirs
921242;18/09/2025 18:44;10110-237;Crayons Color' Peps Infinity Maped 12 pièces;73;21,90 DH;1598,70 DH;SM-025;Maped;Loisirs
921243;14/07/2025 07:23;10110-39;Feutres d'écriture intensity fin couleurs assorties BIC 4 unités;68;23,90 DH;1625,20 DH;SM-137;Bic;Loisirs
921244;21/06/2025 02:33;10110-121;Cahier Bleu Marine Pique 96 Pages 17x22cm 60g;104;5,90 DH;613,60 DH;SM-026;Maped;Loisirs
921245;10/04/2025 06:23;10110-83;12 Pates à Modeler Faber Castell 200g;55;16,90 DH;929,50 DH;SM-056;Maped;Loisirs
921246;12/12/2025 07:25;10110-388;Livre Engines;162;29,00 DH;4698,00 DH;SM-271;Bic;Loisirs
921247;11/03/2025 02:43;10110-405;Mine HB 0.7mm 24 unités.;62;6,00 DH;372,00 DH;SM-062;Mister Fournitures;Loisirs
921248;15/12/2025 20:43;10110-248;Crayons de Couleur Kids Aquacouleur BIC 12 unités;141;30,90 DH;4356,90 DH;SM-307;Bic;Loisirs
921249;08/03/2025 03:04;10110-163;Carnet Smart A5 Lavande Talia 21x14,8x1,5cm 100 feuilles;54;79,90 DH;4314,60 DH;SM-026;Maped;Loisirs
921250;30/08/2025 02:15;10110-355;Jeux d'Activités et Coloriages Cheval;130;25,00 DH;3250,00 DH;SM-158;Bic;Loisirs
921251;19/12/2025 15:24;10110-353;Jeu Tableau de Dessin Musical Magnétique.;77;169,90 DH;13082,30 DH;SM-087;Bic;Loisirs
921252;04/05/2025 14:09;10110-481;Post-it Express Rose;71;9,00 DH;639,00 DH;SM-138;Deli Group;Loisirs
921253;26/04/2025 01:34;10110-300;Gomme Mini Plast Office Blanc Bic 2 unités;105;9,90 DH;1039,50 DH;SM-261;Bic;Loisirs
921254;15/03/2025 22:02;10110-371;L'imagerie des tout Petits La Nature;79;29,00 DH;2291,00 DH;SM-143;Bic;Loisirs
921255;04/11/2025 11:01;10110-548;Sac à Dos Outils Zoko-Fazconta 23x27 cm;83;169,90 DH;14101,70 DH;SM-116;Deli Group;Loisirs
921256;29/11/2025 11:36;10110-285;Feutre Pointe Fine 80 unités;109;30,00 DH;3270,00 DH;SM-239;Mister Fournitures;Loisirs
921257;28/09/2025 02:05;10110-607;Stylo Bille Recharge M10 Bleu x4 Assortis BIC;200;12,90 DH;2580,00 DH;SM-186;Bic;Loisirs
921258;07/10/2025 23:23;10110-467;Petit génie - Vivre Le Corps Humain;13;179,90 DH;2338,70 DH;SM-275;Deli Group;Loisirs
921259;10/09/2025 02:18;10110-77;Sac à Dos Marbré avec 2 poches Unistyle;140;109,00 DH;15260,00 DH;SM-039;Maped;Loisirs
921260;15/02/2025 13:22;10110-17;Colle Tube UHU Wood 27ml;180;24,90 DH;4482,00 DH;SM-188;Uhu;Loisirs
921261;23/01/2025 08:14;10110-106;Bloc Notes Repositionnable 76x76mm Assortis 2x100;115;8,90 DH;1023,50 DH;SM-092;Mister Fournitures;Loisirs
921262;30/12/2025 14:13;10110-231;Crayon HB Évolution Bic 3 unités;114;10,90 DH;1242,60 DH;SM-307;Bic;Loisirs
921263;25/09/2025 09:58;10110-88;6 Feutres Maped Color Peps Océan;38;12,50 DH;475,00 DH;SM-252;Maped;Loisirs
921264;26/02/2025 11:36;10110-617;Stylo roller effaçable rouge Frixion Pilot 0.7mm;160;22,90 DH;3664,00 DH;SM-054;Deli Group;Loisirs
921265;27/06/2025 08:52;10110-168;Chemise à Elastique 3 Rabats 21x297cmx5;125;37,00 DH;4625,00 DH;SM-226;Mister Fournitures;Loisirs
921266;21/02/2025 00:00;10110-543;Ruban Correcteur Note 5mmx8m 2 unités;50;25,90 DH;1295,00 DH;SM-164;Deli Group;Loisirs
921267;17/07/2025 18:00;10110-515;Puzzle Dinos Safari Zoko-Puzzles 20x16 cm 60 pièces;164;79,90 DH;13103,60 DH;SM-009;Deli Group;Loisirs
921268;02/08/2025 13:48;10110-112;Boîte de Cartouches d'encre Bleu Bic 24 unités;17;19,90 DH;338,30 DH;SM-086;Bic;Loisirs
921269;24/04/2025 14:13;10110-461;Peinture Gouache Liquide Blanc de 1L;13;50,90 DH;661,70 DH;SM-117;Deli Group;Loisirs
921270;29/06/2025 02:06;10110-659;Tapis Piste Voiture Polyst Zoko 148x78 cm;187;139,90 DH;26161,30 DH;SM-193;Deli Group;Loisirs
921271;05/11/2025 18:18;10110-661;Tour Spirale à Billes Quercetti 10 pièces.;189;99,90 DH;18881,10 DH;SM-210;Deli Group;Loisirs
921272;23/02/2025 05:12;10110-251;Crayons Graphite HB Bouts Gommes 3 pièces;29;11,00 DH;319,00 DH;SM-020;Uhu;Loisirs
921273;15/06/2025 20:53;10110-63;Marqueur Effaçable BIC Velleda 1721 Noir Assortiment de 2 pièces Pack Promo;199;12,90 DH;2567,10 DH;SM-051;Bic;Loisirs
921274;09/02/2025 02:30;10110-203;Colle Tube UHU Contact Liquid 33ml;33;21,90 DH;722,70 DH;SM-063;Uhu;Loisirs
921275;26/01/2025 18:31;10110-392;Lots de 5 Tubes de Colle Blanche PVP 5x10g;34;16,90 DH;574,60 DH;SM-138;Mister Fournitures;Loisirs
921276;18/04/2025 20:10;10110-419;Mon Premier Dictionnaire : La Ferme;99;20,00 DH;1980,00 DH;SM-178;Deli Group;Loisirs
921277;05/06/2025 13:38;10110-633;Surligneur Boss original Stabilo 4 unités;109;66,00 DH;7194,00 DH;SM-234;Deli Group;Loisirs
921278;22/02/2025 22:21;10110-198;Colle Stick Deli 8g;186;4,90 DH;911,40 DH;SM-256;Uhu;Loisirs
921279;20/01/2025 19:58;10110-295;Gomme architecte Maped 1 unité;70;9,90 DH;693,00 DH;SM-118;Maped;Loisirs
921280;17/09/2025 12:02;10110-37;Pochettes perforées A4 50 unités;157;20,00 DH;3140,00 DH;SM-053;Mister Fournitures;Loisirs
921281;06/02/2025 10:17;10110-2;Carnet Smart A4 Péché Talia 25,4x30x1,5cm 100 feuilles;56;99,90 DH;5594,40 DH;SM-254;Deli Group;Loisirs
921282;09/01/2025 01:53;10110-524;Râteau de Plage 19х7,8х2,6 cm;106;3,90 DH;413,40 DH;SM-071;Deli Group;Loisirs
921283;18/06/2025 21:34;10110-109;Boîte Changeante de Crayons de Couleur WFP 6 Couleurs Assorties Pack Promo;120;53,90 DH;6468,00 DH;SM-187;Maped;Loisirs
921284;14/03/2025 23:39;10110-262;Double Décimètre Cristal Maped;187;4,90 DH;916,30 DH;SM-116;Maped;Loisirs
921285;05/04/2025 06:28;10110-530;Recharge Roller Noir Frixion Pilot 3 unités;183;45,90 DH;8399,70 DH;SM-219;Deli Group;Loisirs
921286;10/10/2025 13:06;10110-594;Stylo à Bille Cristal Up Assortie Bic 6+2 unités;30;19,90 DH;597,00 DH;SM-032;Bic;Loisirs
921287;28/05/2025 08:58;10110-533;Recharges Roller Frixion Vert Pilot 3 unités;134;45,90 DH;6150,60 DH;SM-261;Deli Group;Loisirs
921288;11/02/2025 15:02;10110-312;Hikyat Jaddati Adib wa Al Jidyan Sabaa;111;15,00 DH;1665,00 DH;SM-206;Uhu;Loisirs
921289;01/03/2025 19:59;10110-493;Poupée Poupon 30cm + Chaise haute 3 en 1 Aimantine;107;299,90 DH;32089,30 DH;SM-131;Deli Group;Loisirs
921290;22/02/2025 13:09;10110-363;Jouet Mon Grand Poupon 56 cm;129;119,90 DH;15467,10 DH;SM-067;Bic;Loisirs
921291;22/02/2025 11:15;10110-567;Set de Beauté avec Accessoires;118;75,00 DH;8850,00 DH;SM-183;Deli Group;Loisirs
921292;02/05/2025 23:08;10110-303;Gomme Pastel 4 unités;79;13,90 DH;1098,10 DH;SM-091;Uhu;Loisirs
921293;14/02/2025 18:16;10110-34;Compas Plastique Maped Mine Kid'Z;121;10,90 DH;1318,90 DH;SM-224;Maped;Loisirs
921294;29/08/2025 09:51;10110-684;Voiture Police Son et Lumière Speed-Track;41;199,90 DH;8195,90 DH;SM-019;Deli Group;Loisirs
921295;28/06/2025 09:06;10110-511;Protège-cahier Transparent 24x32cm;45;7,50 DH;337,50 DH;SM-132;Mister Fournitures;Loisirs
921296;21/11/2025 04:14;10110-537;Règle Flexible 30cm;26;7,00 DH;182,00 DH;SM-302;Mister Fournitures;Loisirs
921297;13/02/2025 12:16;10110-376;La Grande Imagerie : La Terre en Arabe;72;19,00 DH;1368,00 DH;SM-054;Bic;Loisirs
921298;11/10/2025 20:16;10110-407;Mini Pocket Mouse Blister BIC 2 pièces + 1 Gratuit;18;39,90 DH;718,20 DH;SM-283;Bic;Loisirs
921299;02/10/2025 15:43;10110-584;Stylo à Bille 4 Couleurs Pointe Moyenne Velours BIC;67;18,90 DH;1266,30 DH;SM-184;Bic;Loisirs
921300;17/11/2025 15:14;10110-323;Jeu 11 en 1 Bois Zoko-Jogos;33;229,90 DH;7586,70 DH;SM-245;Uhu;Loisirs
